编号,开始答题时间,结束答题时间,答题时长,1.您所在社区目前**是否已设置**“快递包装共享回收箱”？,2.您**每月收到的快递数量**,3.**过去 30 天**您使用回收箱的次数,4.您投入的主要包装类型（可多选）:纸箱,4.您投入的主要包装类型（可多选）:塑料袋/快递袋,4.您投入的主要包装类型（可多选）:填充物,4.您投入的主要包装类型（可多选）:其他,5.您在使用回收箱时遇到的**主要障碍**（可多选）:位置不便,5.您在使用回收箱时遇到的**主要障碍**（可多选）:排队/拥堵,5.您在使用回收箱时遇到的**主要障碍**（可多选）:不清楚可回收物,5.您在使用回收箱时遇到的**主要障碍**（可多选）:无奖励,5.您在使用回收箱时遇到的**主要障碍**（可多选）:卫生差,5.您在使用回收箱时遇到的**主要障碍**（可多选）:担心信息泄露,5.您在使用回收箱时遇到的**主要障碍**（可多选）:其他,6.若将回收服务成本计入物业费，您是否接受每月物业费**相比当前增加不超过2元**？,7.您的性别,8.您的年龄,9.您的最高学历,10.您的职业,11.感知有用性:显著减少生活垃圾,11.感知有用性:提升社区形象,11.感知有用性:节省处理时间,11.感知有用性:助力双碳目标,12.感知便利性:投递步骤易懂,12.感知便利性:回收箱离家距离近,12.感知便利性:开放时间充足,13.感知风险性:担心个人信息泄露,13.感知风险性:担心箱体卫生导致虫鼠,13.感知风险性:担心未来产生额外收费,14.感知趣味性:投递过程让我心情愉快,14.感知趣味性:完成投递让我有成就感,15.信任程度:相信包装会被妥善处理,15.信任程度:相信积分/奖励可正常兑换,15.信任程度:相信平台的数据隐私保护,16.主观规范:家人朋友赞成,16.主观规范:社区干部建议,16.主观规范:邻居使用影响,16.主观规范:媒体宣传倡导,17.环境责任:环保是个人责任,17.环境责任:在意包装浪费,17.环境责任:为后代保护环境,17.环境责任:愿减少一次性用品,18.使用习惯:已形成习惯性投递,18.使用习惯:不回收会感到不自在,18.使用习惯:回收行为对我来说很自然,19.激励方案兴趣度:现金红包,19.激励方案兴趣度:积分商城,19.激励方案兴趣度:快递费减免,19.激励方案兴趣度:绿色碳积分,19.激励方案兴趣度:公益植树,19.激励方案兴趣度:社区荣誉排行,19.激励方案兴趣度:物业费折扣,19.激励方案兴趣度:抽盲盒,19.激励方案兴趣度:商家优惠券,19.激励方案兴趣度:二手盒返现,20.未来使用意向:每月持续使用,20.未来使用意向:高频使用意愿,20.未来使用意向:无奖励坚持,20.未来使用意向:社交分享,20.未来使用意向:志愿推广,21.您认为**最有效的激励方案**是什么？请简述原因。,22.其他建议或补充意见,地理位置省,地理位置市,UA
101,2025/5/8 12:00,2025/5/8 12:06,370,B.否,B.4-6个,,,,,,,,,,,,,B.否,A.男,D.31-35,C.大专,C.自由职业,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,B.不同意,D.同意,D.同意,A.非常不同意,A.非常不同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,A.非常不同意,C.一般,E.非常同意,C.一般,B.不同意,C.一般,D.同意,B.不同意,C.一般,D.同意,职场人喜欢公司 KPI 量化，建议企业端激励，与年度绩效挂钩。,没有,浙江省,杭州市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1701(0xF020B0FF) WindowsWechat(0x8F40AFFF) XWEB/20330 Flue"
100,2025/5/8 8:07,2025/5/8 8:16,491,A.是,D.10个以上,C.3-5次,A.纸箱,,,,A.位置不便,,C.不清楚可回收物,,E.卫生差,,,A.是,B.女,C.26-30,C.大专,B.全职上班族,D.同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,B.不同意,C.一般,C.一般,C.一般,D.同意,A.非常不同意,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,D.同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,没有,,广东省,深圳市,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.0.50_0_APP_A Pixel/1170"
99,2025/5/8 7:48,2025/5/8 7:55,442,B.否,A.1-3个,,,,,,,,,,,,,A.是,A.男,A.15-20,D.本科,A.学生,D.同意,D.同意,A.非常不同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,A.非常不同意,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,A.非常不同意,E.非常同意,C.一般,C.一般,E.非常同意,B.不同意,C.一般,A.非常不同意,E.非常同意,C.一般,E.非常同意,D.同意,C.一般,E.非常同意,D.同意,C.一般,E.非常同意,E.非常同意,箱体屏幕实时显示自己所在排名，游戏化冲榜心理强。,,上海市,上海市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.17.1781(0x6DD7B1FF) WindowsWechat(0xAF5FACFF) XWEB/13730 Flue"
98,2025/5/8 9:42,2025/5/8 9:52,646,B.否,A.1-3个,,,,,,,,,,,,,A.是,B.女,F.46及以上,B.高中/中专,D.退休,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,E.非常同意,A.非常不同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,A.非常不同意,E.非常同意,B.不同意,C.一般,C.一般,C.一般,C.一般,A.非常不同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,D.同意,B.不同意,C.一般,C.一般,D.同意,D.同意,D.同意,E.非常同意,D.同意,B.不同意,对接蚂蚁森林能量，绿色公益和趣味性兼顾。,没有,浙江省,宁波市,"Mozilla/5.0 (Linux; Android 12; PD2296 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.218 Mobile Safari/537.36 XWEB/1498864 MMWEBSDK/20250422 MMWEBID/2476 MicroMessenger/8.0.50.2800(0x28008F21) WeChat/arm64"
97,2025/5/8 13:00,2025/5/8 13:07,394,A.是,D.10个以上,A.0次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,,C.不清楚可回收物,D.无奖励,,,,A.是,A.男,A.15-20,B.高中/中专,A.学生,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,C.一般,A.非常不同意,D.同意,D.同意,C.一般,D.同意,D.同意,C.一般,B.不同意,B.不同意,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,D.同意,A.非常不同意,D.同意,B.不同意,D.同意,E.非常同意,D.同意,D.同意,A.非常不同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,折扣券与外卖平台联名，年轻人外卖使用频繁。,,江苏省,苏州市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.15.1739(0x2A32DEFF) WindowsWechat(0x2B4225FF) XWEB/30954 Flue"
96,2025/5/7 20:14,2025/5/7 20:21,393,B.否,B.4-6个,,,,,,,,,,,,,A.是,B.女,D.31-35,B.高中/中专,B.全职上班族,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,A.非常不同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,B.不同意,E.非常同意,C.一般,C.一般,E.非常同意,B.不同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,开放慈善捐赠通道，积分可换助学套餐，满足社会责任感。,,上海市,上海市,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x9003) NetType/5G Language/zh_CN"
95,2025/5/7 3:40,2025/5/7 3:54,841,B.否,D.10个以上,,,,,,,,,,,,,C.视服务质量而定,B.女,D.31-35,C.大专,B.全职上班族,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,B.不同意,A.非常不同意,D.同意,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,E.非常同意,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,没有,无,湖北省,宜昌市,"Mozilla/5.0 (Linux; Android 13; M2012K11C Build/HUAWEIM2012K11C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.69 MQQBrowser/6.2 TBS/063712 Mobile Safari/537.36 V1_AND_SQ_9.1.60_YYB_D QQ/9.0.50.59135 NetType/4G WebP/0.3.0 A"
94,2025/5/6 20:00,2025/5/6 20:12,734,A.是,D.10个以上,A.0次,A.纸箱,,,,,,,,,F.担心信息泄露,,C.视服务质量而定,A.男,C.26-30,B.高中/中专,B.全职上班族,C.一般,E.非常同意,D.同意,C.一般,E.非常同意,A.非常不同意,C.一般,C.一般,E.非常同意,B.不同意,A.非常不同意,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,B.不同意,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,B.不同意,E.非常同意,D.同意,D.同意,D.同意,C.一般,B.不同意,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,E.非常同意,回收箱本身发放环保徽章贴纸给小孩收集，家庭教育带动父母。,,湖北省,宜昌市,"Mozilla/5.0 (Linux; Android 13; SM?G9960 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.125 Mobile Safari/537.36 XWEB/1428993 MMWEBSDK/20250501 MMWEBID/1375 MicroMessenger/8.0.52.2800(0x2800D369) WeChat/arm64"
93,2025/5/8 22:47,2025/5/8 22:52,256,A.是,C.7-10个,C.3-5次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,,,,,B.否,B.女,D.31-35,A.初中及以下,C.自由职业,D.同意,A.非常不同意,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,A.非常不同意,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,C.一般,A.非常不同意,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,C.一般,D.同意,E.非常同意,E.非常同意,E.非常同意,C.一般,E.非常同意,C.一般,D.同意,满 100 次免费洗车一次，车主群体黏性高。,,广东省,深圳市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170"
92,2025/5/6 21:10,2025/5/6 21:19,534,A.是,B.4-6个,C.3-5次,A.纸箱,B.塑料袋/快递袋,,,,,,,E.卫生差,F.担心信息泄露,,C.视服务质量而定,B.女,F.46及以上,C.大专,D.退休,D.同意,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,A.非常不同意,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,E.非常同意,A.非常不同意,E.非常同意,C.一般,E.非常同意,E.非常同意,B.不同意,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,,,福建省,福州市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170"
91,2025/5/8 22:02,2025/5/8 22:17,870,A.是,C.7-10个,B.1-2次,,,,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,,,,G.其他,A.是,B.女,E.36-45,B.高中/中专,B.全职上班族,B.不同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,D.同意,A.非常不同意,B.不同意,E.非常同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,C.一般,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,C.一般,B.不同意,E.非常同意,D.同意,E.非常同意,E.非常同意,D.同意,E.非常同意,E.非常同意,D.同意,设立社区“碳中和”目标，达到后公共设施电费打折，群体目标更团结。,,浙江省,宁波市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
90,2025/5/7 9:21,2025/5/7 9:35,857,A.是,B.4-6个,C.3-5次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,B.排队/拥堵,C.不清楚可回收物,,,,,C.视服务质量而定,A.男,D.31-35,D.本科,C.自由职业,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,D.同意,B.不同意,D.同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,B.不同意,E.非常同意,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,B.不同意,D.同意,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,E.非常同意,D.同意,“气泡弹幕”实时展示社区总碳减排，群体动力明显。,上次遇到满箱，扫码却显示有空位，后台数据延迟太大，需要实时同步。,湖北省,宜昌市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
89,2025/5/8 7:59,2025/5/8 8:07,482,A.是,B.4-6个,A.0次,A.纸箱,B.塑料袋/快递袋,,,,,,,,F.担心信息泄露,,A.是,B.女,E.36-45,A.初中及以下,B.全职上班族,C.一般,D.同意,D.同意,E.非常同意,D.同意,E.非常同意,A.非常不同意,E.非常同意,B.不同意,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,A.非常不同意,C.一般,B.不同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,B.不同意,C.一般,C.一般,打通市民卡公交充值入口，积分直充公交卡，普适性高。,没有,北京市,北京市,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.46(0x879A) NetType/5G Language/zh_CN"
88,2025/5/8 2:06,2025/5/8 2:14,497,B.否,B.4-6个,,,,,,,,,,,,,A.是,A.男,C.26-30,D.本科,B.全职上班族,E.非常同意,E.非常同意,C.一般,A.非常不同意,D.同意,B.不同意,E.非常同意,D.同意,E.非常同意,E.非常同意,D.同意,D.同意,B.不同意,C.一般,C.一般,D.同意,B.不同意,C.一般,D.同意,B.不同意,D.同意,D.同意,D.同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,B.不同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,,,江苏省,苏州市,"Mozilla/5.0 (iPad; CPU OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0xC140) NetType/5G Language/zh_CN"
87,2025/5/7 4:04,2025/5/7 4:11,404,A.是,A.1-3个,A.0次,A.纸箱,,,,A.位置不便,,,D.无奖励,,,G.其他,B.否,B.女,A.15-20,D.本科,A.学生,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,E.非常同意,B.不同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,A.非常不同意,C.一般,D.同意,E.非常同意,E.非常同意,D.同意,D.同意,A.非常不同意,没有,,福建省,厦门市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.19.1782(0x791FF6FF) WindowsWechat(0xF0DADDFF) XWEB/36599 Flue"
86,2025/5/8 5:48,2025/5/8 5:58,575,B.否,B.4-6个,,,,,,,,,,,,,A.是,B.女,B.21-25,C.大专,B.全职上班族,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,D.同意,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,E.非常同意,E.非常同意,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,E.非常同意,D.同意,,没有,湖北省,宜昌市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1786(0x74278BFF) WindowsWechat(0x44581EFF) XWEB/8427 Flue"
85,2025/5/8 1:16,2025/5/8 1:23,387,A.是,C.7-10个,B.1-2次,,,,D.其他,,,C.不清楚可回收物,,,,,A.是,B.女,B.21-25,D.本科,B.全职上班族,E.非常同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,A.非常不同意,A.非常不同意,E.非常同意,C.一般,B.不同意,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,D.同意,D.同意,E.非常同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,B.不同意,D.同意,D.同意,C.一般,C.一般,D.同意,B.不同意,D.同意,C.一般,D.同意,D.同意,B.不同意,C.一般,C.一般,C.一般,无,没有,浙江省,宁波市,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1782(0x3C8DA4FF) WindowsWechat(0xBEC9D3FF) XWEB/47273 Flue"
84,2025/5/8 7:05,2025/5/8 7:19,852,A.是,D.10个以上,C.3-5次,,B.塑料袋/快递袋,,,A.位置不便,,,D.无奖励,,F.担心信息泄露,,A.是,A.男,D.31-35,C.大专,B.全职上班族,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,B.不同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,B.不同意,C.一般,B.不同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,B.不同意,E.非常同意,E.非常同意,没有,小区里老人多，其实他们最爱聊天，如果安排志愿者定期上门回收并顺带唠家常，效果可能更好。,湖北省,宜昌市,"Mozilla/5.0 (iPad; CPU OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x8E71) NetType/5G Language/zh_CN"
83,2025/5/7 18:25,2025/5/7 18:38,823,A.是,C.7-10个,A.0次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,C.不清楚可回收物,D.无奖励,,,,A.是,B.女,B.21-25,F.博士,A.学生,A.非常不同意,D.同意,C.一般,D.同意,A.非常不同意,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,B.不同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,E.非常同意,投递数可换线上课程会员，满足自我提升需求。,,江苏省,苏州市,"Mozilla/5.0 (Linux; Android 13; CPH2607 Build/HUAWEISM?G9960; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.31 MQQBrowser/6.2 TBS/092827 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.51961 NetType/4G WebP/0.3.0 A"
82,2025/5/7 20:54,2025/5/7 21:04,585,A.是,B.4-6个,A.0次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,C.不清楚可回收物,D.无奖励,E.卫生差,,,A.是,B.女,B.21-25,B.高中/中专,C.自由职业,E.非常同意,D.同意,D.同意,C.一般,B.不同意,C.一般,C.一般,C.一般,C.一般,B.不同意,D.同意,E.非常同意,C.一般,D.同意,C.一般,C.一般,E.非常同意,D.同意,D.同意,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,D.同意,D.同意,C.一般,D.同意,D.同意,C.一般,D.同意,,无,广东省,深圳市,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170"
81,2025/5/7 21:46,2025/5/7 21:57,647,A.是,D.10个以上,B.1-2次,,,,D.其他,,,,,,,,A.是,B.女,A.15-20,D.本科,A.学生,C.一般,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,B.不同意,C.一般,D.同意,E.非常同意,无,没有,江苏省,苏州市,"Mozilla/5.0 (Linux; Android 15; CPH2607 Build/HUAWEIM2012K11C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.90 MQQBrowser/6.2 TBS/066843 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.46814 NetType/4G WebP/0.3.0 A"
80,2025/5/8 4:19,2025/5/8 4:28,521,A.是,A.1-3个,C.3-5次,A.纸箱,,,,,,C.不清楚可回收物,,E.卫生差,F.担心信息泄露,,A.是,A.男,D.31-35,E.硕士,B.全职上班族,C.一般,D.同意,C.一般,A.非常不同意,D.同意,E.非常同意,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,E.非常同意,D.同意,C.一般,C.一般,D.同意,D.同意,B.不同意,D.同意,D.同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,B.不同意,D.同意,D.同意,C.一般,E.非常同意,B.不同意,D.同意,D.同意,无,无,山东省,青岛市,"Mozilla/5.0 (Linux; Android 13; SM?G9960 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.213 Mobile Safari/537.36 XWEB/1457398 MMWEBSDK/20240408 MMWEBID/4197 MicroMessenger/8.0.52.2800(0x28007A65) WeChat/arm64"
79,2025/5/7 15:03,2025/5/7 15:07,194,A.是,B.4-6个,E.10次以上,,B.塑料袋/快递袋,,,,,C.不清楚可回收物,D.无奖励,,,,C.视服务质量而定,B.女,E.36-45,B.高中/中专,B.全职上班族,C.一般,A.非常不同意,D.同意,C.一般,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,C.一般,B.不同意,E.非常同意,A.非常不同意,C.一般,C.一般,B.不同意,D.同意,C.一般,B.不同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,B.不同意,C.一般,E.非常同意,C.一般,B.不同意,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,没有,,四川省,成都市,"Mozilla/5.0 (iPad; CPU OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x7035) NetType/5G Language/zh_CN"
78,2025/5/8 11:42,2025/5/8 11:44,144,A.是,C.7-10个,A.0次,A.纸箱,B.塑料袋/快递袋,,,,,,,,,,B.否,B.女,B.21-25,D.本科,B.全职上班族,D.同意,A.非常不同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,B.不同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,C.一般,C.一般,B.不同意,C.一般,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,D.同意,D.同意,C.一般,C.一般,C.一般,D.同意,E.非常同意,D.同意,,无,江苏省,苏州市,"Mozilla/5.0 (iPad; CPU OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x8919) NetType/5G Language/zh_CN"
77,2025/5/7 19:56,2025/5/7 20:05,518,A.是,C.7-10个,C.3-5次,A.纸箱,,,,,,C.不清楚可回收物,,,F.担心信息泄露,,A.是,B.女,B.21-25,D.本科,B.全职上班族,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,A.非常不同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,B.不同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,E.非常同意,,没有,江苏省,南京市,"Mozilla/5.0 (iPad; CPU OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x9EBC) NetType/5G Language/zh_CN"
